session_id,round,decision_index,stage,current_player,state,legal_actions,chosen_action,reward,done
20250401144604,21,0,first,0,"{'round': 21, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 3, 'chips': '35;-9;1', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,3,False
20250401144605,21,1,first,1,"{'round': 21, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 3, 'chips': '35;-9;1', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,False
20250401144606,21,1,first,2,"{'round': 21, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 4, 'chips': '35;-9;0', 'betting_history': 'check,check,bet', 'highest_bet': 1, 'last_bettor': 2}","[0, 1]",1,-2,True
20250401144607,21,2,first,0,"{'round': 21, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 5, 'chips': '34;-9;0', 'betting_history': 'check,check,bet,call', 'highest_bet': 1, 'last_bettor': 2}","[2, 3, 4]",2,3,True
20250401144608,21,3,first,1,"{'round': 21, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 5, 'chips': '34;-9;0', 'betting_history': 'check,check,bet,call,fold', 'highest_bet': 1, 'last_bettor': 2}",[3],3,-1,True
20250401144609,21,0,second,2,"{'round': 21, 'stage': 'second', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 5, 'chips': '34;-9;0', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-2,False
20250401144610,21,1,second,0,"{'round': 21, 'stage': 'second', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 6, 'chips': '33;-9;0', 'betting_history': 'check,bet', 'highest_bet': 2, 'last_bettor': 0}","[0, 1]",1,3,True
20250401144611,21,2,second,2,"{'round': 21, 'stage': 'second', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 6, 'chips': '33;-9;0', 'betting_history': 'check,bet,fold', 'highest_bet': 2, 'last_bettor': 0}",[3],3,-2,True
20250401144612,22,0,first,0,"{'round': 22, 'stage': 'first', 'current_player': 0, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '38;-10;-1', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,2,True
20250401144613,22,1,first,1,"{'round': 22, 'stage': 'first', 'current_player': 1, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '38;-10;-1', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144614,22,2,first,2,"{'round': 22, 'stage': 'first', 'current_player': 2, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '38;-10;-1', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144615,23,1,first,0,"{'round': 23, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 4, 'chips': '39;-11;-2', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144616,23,2,first,1,"{'round': 23, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 4, 'chips': '39;-11;-2', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144617,23,3,first,2,"{'round': 23, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'J', 'pot': 4, 'chips': '39;-11;-2', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144618,24,1,first,0,"{'round': 24, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'J', 'pot': 4, 'chips': '41;-12;-3', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144619,24,2,first,1,"{'round': 24, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'J', 'pot': 4, 'chips': '41;-12;-3', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144620,24,3,first,2,"{'round': 24, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'J', 'pot': 4, 'chips': '41;-12;-3', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144621,25,1,first,0,"{'round': 25, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '43;-13;-4', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144622,25,2,first,1,"{'round': 25, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '43;-13;-4', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144623,25,3,first,2,"{'round': 25, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '43;-13;-4', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144624,26,0,first,0,"{'round': 26, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-14;-5', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144625,26,1,first,1,"{'round': 26, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-14;-5', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144626,26,2,first,2,"{'round': 26, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-14;-5', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144627,27,0,first,0,"{'round': 27, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '45;-15;-3', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144628,27,1,first,1,"{'round': 27, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '45;-15;-3', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144629,27,2,first,2,"{'round': 27, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '45;-15;-3', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144630,28,1,first,0,"{'round': 28, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'A', 'pot': 4, 'chips': '43;-16;-1', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144631,28,2,first,1,"{'round': 28, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'A', 'pot': 4, 'chips': '43;-16;-1', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144632,28,3,first,2,"{'round': 28, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'Q', 'player2_card': 'A', 'pot': 4, 'chips': '43;-16;-1', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144633,29,0,first,0,"{'round': 29, 'stage': 'first', 'current_player': 0, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-17;-2', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,2,True
20250401144634,29,1,first,1,"{'round': 29, 'stage': 'first', 'current_player': 1, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-17;-2', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144635,29,2,first,2,"{'round': 29, 'stage': 'first', 'current_player': 2, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '46;-17;-2', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144636,30,1,first,0,"{'round': 30, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'Q', 'pot': 4, 'chips': '47;-18;-3', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144637,30,2,first,1,"{'round': 30, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'Q', 'pot': 4, 'chips': '47;-18;-3', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144638,30,3,first,2,"{'round': 30, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'Q', 'pot': 4, 'chips': '47;-18;-3', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144639,31,0,first,0,"{'round': 31, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '50;-19;-4', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144640,31,1,first,1,"{'round': 31, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '50;-19;-4', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144641,31,2,first,2,"{'round': 31, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '50;-19;-4', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144642,32,0,first,0,"{'round': 32, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '49;-17;-5', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144643,32,1,first,1,"{'round': 32, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '49;-17;-5', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144644,32,2,first,2,"{'round': 32, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 3, 'chips': '49;-17;-5', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144645,33,0,first,0,"{'round': 33, 'stage': 'first', 'current_player': 0, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '48;-18;-3', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,2,True
20250401144646,33,1,first,1,"{'round': 33, 'stage': 'first', 'current_player': 1, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '48;-18;-3', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144647,33,2,first,2,"{'round': 33, 'stage': 'first', 'current_player': 2, 'player0_card': 'A', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '48;-18;-3', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144648,34,1,first,0,"{'round': 34, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 4, 'chips': '49;-19;-4', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144649,34,2,first,1,"{'round': 34, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 4, 'chips': '49;-19;-4', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144650,34,3,first,2,"{'round': 34, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 4, 'chips': '49;-19;-4', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144651,35,0,first,0,"{'round': 35, 'stage': 'first', 'current_player': 0, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,2,True
20250401144652,35,1,first,1,"{'round': 35, 'stage': 'first', 'current_player': 1, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144653,35,2,first,2,"{'round': 35, 'stage': 'first', 'current_player': 2, 'player0_card': 'A', 'player1_card': 'J', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144654,36,0,first,0,"{'round': 36, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '54;-21;-6', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144655,36,1,first,1,"{'round': 36, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '54;-21;-6', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144656,36,2,first,2,"{'round': 36, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 3, 'chips': '54;-21;-6', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144657,37,0,first,0,"{'round': 37, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 3, 'chips': '53;-19;-7', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144658,37,1,first,1,"{'round': 37, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 3, 'chips': '53;-19;-7', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144659,37,2,first,2,"{'round': 37, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 3, 'chips': '53;-19;-7', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144700,38,0,first,0,"{'round': 38, 'stage': 'first', 'current_player': 0, 'player0_card': 'A', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,2,True
20250401144701,38,1,first,1,"{'round': 38, 'stage': 'first', 'current_player': 1, 'player0_card': 'A', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144702,38,2,first,2,"{'round': 38, 'stage': 'first', 'current_player': 2, 'player0_card': 'A', 'player1_card': 'Q', 'player2_card': 'K', 'pot': 3, 'chips': '52;-20;-5', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144703,39,1,first,0,"{'round': 39, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '53;-21;-6', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144704,39,2,first,1,"{'round': 39, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '53;-21;-6', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144705,39,3,first,2,"{'round': 39, 'stage': 'first', 'current_player': 2, 'player0_card': 'K', 'player1_card': 'J', 'player2_card': 'A', 'pot': 4, 'chips': '53;-21;-6', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144706,40,1,first,0,"{'round': 40, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 4, 'chips': '55;-22;-7', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144707,40,2,first,1,"{'round': 40, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 4, 'chips': '55;-22;-7', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144708,40,3,first,2,"{'round': 40, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'K', 'player2_card': 'Q', 'pot': 4, 'chips': '55;-22;-7', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144709,41,1,first,0,"{'round': 41, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 4, 'chips': '57;-23;-8', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144710,41,2,first,1,"{'round': 41, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 4, 'chips': '57;-23;-8', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144711,41,3,first,2,"{'round': 41, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 4, 'chips': '57;-23;-8', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144712,42,1,first,0,"{'round': 42, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'J', 'pot': 4, 'chips': '59;-24;-9', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144713,42,2,first,1,"{'round': 42, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'J', 'pot': 4, 'chips': '59;-24;-9', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144714,42,3,first,2,"{'round': 42, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'A', 'player2_card': 'J', 'pot': 4, 'chips': '59;-24;-9', 'betting_history': 'bet,fold,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
20250401144715,43,0,first,0,"{'round': 43, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '62;-25;-10', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,True
20250401144716,43,1,first,1,"{'round': 43, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '62;-25;-10', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,2,True
20250401144717,43,2,first,2,"{'round': 43, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '62;-25;-10', 'betting_history': 'check,check,check', 'highest_bet': 0, 'last_bettor': -1}",[0],0,-1,True
20250401144718,44,1,first,0,"{'round': 44, 'stage': 'first', 'current_player': 0, 'player0_card': 'K', 'player1_card': 'A', 'player2_card': 'Q', 'pot': 4, 'chips': '60;-23;-11', 'betting_history': 'bet', 'highest_bet': 1, 'last_bettor': 0}","[0, 1]",1,2,True
20250401144719,44,2,first,1,"{'round': 44, 'stage': 'first', 'current_player': 1, 'player0_card': 'K', 'player1_card': 'A', 'player2_card': 'Q', 'pot': 4, 'chips': '60;-23;-11', 'betting_history': 'bet,fold', 'highest_bet': 1, 'last_bettor': 0}",[3],3,-1,True
